emoji,codepoint,occurrences,negative,neutral,positive,name,block,primary_emotion
🫰🏽,0x1faf0 0x1f3fd,1000,20,80,900,HAND WITH INDEX FINGER AND THUMB CROSSED: MEDIUM SKIN TONE,People & Body,Approval
🫰🏾,0x1faf0 0x1f3fe,1000,20,80,900,HAND WITH INDEX FINGER AND THUMB CROSSED: MEDIUM-DARK SKIN TONE,People & Body,Approval
🫰🏿,0x1faf0 0x1f3ff,1000,20,80,900,HAND WITH INDEX FINGER AND THUMB CROSSED: DARK SKIN TONE,People & Body,Approval
🤟,0x1f91f,1000,20,30,950,LOVE-YOU GESTURE,People & Body,Love
🤟🏻,0x1f91f 0x1f3fb,1000,20,30,950,LOVE-YOU GESTURE: LIGHT SKIN TONE,People & Body,Love
🤟🏼,0x1f91f 0x1f3fc,1000,20,30,950,LOVE-YOU GESTURE: MEDIUM-LIGHT SKIN TONE,People & Body,Love
🤟🏽,0x1f91f 0x1f3fd,1000,20,30,950,LOVE-YOU GESTURE: MEDIUM SKIN TONE,People & Body,Love
🤟🏾,0x1f91f 0x1f3fe,1000,20,30,950,LOVE-YOU GESTURE: MEDIUM-DARK SKIN TONE,People & Body,Love
🤟🏿,0x1f91f 0x1f3ff,1000,20,30,950,LOVE-YOU GESTURE: DARK SKIN TONE,People & Body,Love
🤘,0x1f918,1000,100,400,500,SIGN OF THE HORNS,People & Body,Neutral
🤘🏻,0x1f918 0x1f3fb,1000,100,400,500,SIGN OF THE HORNS: LIGHT SKIN TONE,People & Body,Neutral
🤘🏼,0x1f918 0x1f3fc,1000,100,400,500,SIGN OF THE HORNS: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤘🏽,0x1f918 0x1f3fd,1000,100,400,500,SIGN OF THE HORNS: MEDIUM SKIN TONE,People & Body,Neutral
🤘🏾,0x1f918 0x1f3fe,1000,100,400,500,SIGN OF THE HORNS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤘🏿,0x1f918 0x1f3ff,1000,100,400,500,SIGN OF THE HORNS: DARK SKIN TONE,People & Body,Neutral
🤙,0x1f919,1000,100,400,500,CALL ME HAND,People & Body,Neutral
🤙🏻,0x1f919 0x1f3fb,1000,100,400,500,CALL ME HAND: LIGHT SKIN TONE,People & Body,Neutral
🤙🏼,0x1f919 0x1f3fc,1000,100,400,500,CALL ME HAND: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤙🏽,0x1f919 0x1f3fd,1000,100,400,500,CALL ME HAND: MEDIUM SKIN TONE,People & Body,Neutral
🤙🏾,0x1f919 0x1f3fe,1000,100,400,500,CALL ME HAND: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤙🏿,0x1f919 0x1f3ff,1000,100,400,500,CALL ME HAND: DARK SKIN TONE,People & Body,Neutral
👈,0x1f448,1000,100,400,500,BACKHAND INDEX POINTING LEFT,People & Body,Neutral
👈🏻,0x1f448 0x1f3fb,1000,100,400,500,BACKHAND INDEX POINTING LEFT: LIGHT SKIN TONE,People & Body,Neutral
👈🏼,0x1f448 0x1f3fc,1000,100,400,500,BACKHAND INDEX POINTING LEFT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👈🏽,0x1f448 0x1f3fd,1000,100,400,500,BACKHAND INDEX POINTING LEFT: MEDIUM SKIN TONE,People & Body,Neutral
👈🏾,0x1f448 0x1f3fe,1000,100,400,500,BACKHAND INDEX POINTING LEFT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👈🏿,0x1f448 0x1f3ff,1000,100,400,500,BACKHAND INDEX POINTING LEFT: DARK SKIN TONE,People & Body,Neutral
👉,0x1f449,1000,100,400,500,BACKHAND INDEX POINTING RIGHT,People & Body,Neutral
👉🏻,0x1f449 0x1f3fb,1000,100,400,500,BACKHAND INDEX POINTING RIGHT: LIGHT SKIN TONE,People & Body,Neutral
👉🏼,0x1f449 0x1f3fc,1000,100,400,500,BACKHAND INDEX POINTING RIGHT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👉🏽,0x1f449 0x1f3fd,1000,100,400,500,BACKHAND INDEX POINTING RIGHT: MEDIUM SKIN TONE,People & Body,Neutral
👉🏾,0x1f449 0x1f3fe,1000,100,400,500,BACKHAND INDEX POINTING RIGHT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👉🏿,0x1f449 0x1f3ff,1000,100,400,500,BACKHAND INDEX POINTING RIGHT: DARK SKIN TONE,People & Body,Neutral
👆,0x1f446,1000,100,400,500,BACKHAND INDEX POINTING UP,People & Body,Neutral
👆🏻,0x1f446 0x1f3fb,1000,100,400,500,BACKHAND INDEX POINTING UP: LIGHT SKIN TONE,People & Body,Neutral
👆🏼,0x1f446 0x1f3fc,1000,100,400,500,BACKHAND INDEX POINTING UP: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👆🏽,0x1f446 0x1f3fd,1000,100,400,500,BACKHAND INDEX POINTING UP: MEDIUM SKIN TONE,People & Body,Neutral
👆🏾,0x1f446 0x1f3fe,1000,100,400,500,BACKHAND INDEX POINTING UP: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👆🏿,0x1f446 0x1f3ff,1000,100,400,500,BACKHAND INDEX POINTING UP: DARK SKIN TONE,People & Body,Neutral
🖕,0x1f595,1000,100,400,500,MIDDLE FINGER,People & Body,Neutral
🖕🏻,0x1f595 0x1f3fb,1000,100,400,500,MIDDLE FINGER: LIGHT SKIN TONE,People & Body,Neutral
🖕🏼,0x1f595 0x1f3fc,1000,100,400,500,MIDDLE FINGER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🖕🏽,0x1f595 0x1f3fd,1000,100,400,500,MIDDLE FINGER: MEDIUM SKIN TONE,People & Body,Neutral
🖕🏾,0x1f595 0x1f3fe,1000,100,400,500,MIDDLE FINGER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🖕🏿,0x1f595 0x1f3ff,1000,100,400,500,MIDDLE FINGER: DARK SKIN TONE,People & Body,Neutral
👇,0x1f447,1000,100,400,500,BACKHAND INDEX POINTING DOWN,People & Body,Neutral
👇🏻,0x1f447 0x1f3fb,1000,100,400,500,BACKHAND INDEX POINTING DOWN: LIGHT SKIN TONE,People & Body,Neutral
👇🏼,0x1f447 0x1f3fc,1000,100,400,500,BACKHAND INDEX POINTING DOWN: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👇🏽,0x1f447 0x1f3fd,1000,100,400,500,BACKHAND INDEX POINTING DOWN: MEDIUM SKIN TONE,People & Body,Neutral
👇🏾,0x1f447 0x1f3fe,1000,100,400,500,BACKHAND INDEX POINTING DOWN: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👇🏿,0x1f447 0x1f3ff,1000,100,400,500,BACKHAND INDEX POINTING DOWN: DARK SKIN TONE,People & Body,Neutral
☝️,0x261d 0xfe0f,1000,100,400,500,INDEX POINTING UP,People & Body,Neutral
☝🏻,0x261d 0x1f3fb,1000,100,400,500,INDEX POINTING UP: LIGHT SKIN TONE,People & Body,Neutral
☝🏼,0x261d 0x1f3fc,1000,100,400,500,INDEX POINTING UP: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
☝🏽,0x261d 0x1f3fd,1000,100,400,500,INDEX POINTING UP: MEDIUM SKIN TONE,People & Body,Neutral
☝🏾,0x261d 0x1f3fe,1000,100,400,500,INDEX POINTING UP: MEDIUM-DARK SKIN TONE,People & Body,Neutral
☝🏿,0x261d 0x1f3ff,1000,100,400,500,INDEX POINTING UP: DARK SKIN TONE,People & Body,Neutral
🫵,0x1faf5,1000,100,400,500,INDEX POINTING AT THE VIEWER,People & Body,Neutral
🫵🏻,0x1faf5 0x1f3fb,1000,100,400,500,INDEX POINTING AT THE VIEWER: LIGHT SKIN TONE,People & Body,Neutral
🫵🏼,0x1faf5 0x1f3fc,1000,100,400,500,INDEX POINTING AT THE VIEWER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🫵🏽,0x1faf5 0x1f3fd,1000,100,400,500,INDEX POINTING AT THE VIEWER: MEDIUM SKIN TONE,People & Body,Neutral
🫵🏾,0x1faf5 0x1f3fe,1000,100,400,500,INDEX POINTING AT THE VIEWER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🫵🏿,0x1faf5 0x1f3ff,1000,100,400,500,INDEX POINTING AT THE VIEWER: DARK SKIN TONE,People & Body,Neutral
👍,0x1f44d,1000,20,80,900,THUMBS UP,People & Body,Approval
👍🏻,0x1f44d 0x1f3fb,1000,20,80,900,THUMBS UP: LIGHT SKIN TONE,People & Body,Approval
👍🏼,0x1f44d 0x1f3fc,1000,20,80,900,THUMBS UP: MEDIUM-LIGHT SKIN TONE,People & Body,Approval
👍🏽,0x1f44d 0x1f3fd,1000,20,80,900,THUMBS UP: MEDIUM SKIN TONE,People & Body,Approval
👍🏾,0x1f44d 0x1f3fe,1000,20,80,900,THUMBS UP: MEDIUM-DARK SKIN TONE,People & Body,Approval
👍🏿,0x1f44d 0x1f3ff,1000,20,80,900,THUMBS UP: DARK SKIN TONE,People & Body,Approval
👎,0x1f44e,1000,20,80,900,THUMBS DOWN,People & Body,Approval
👎🏻,0x1f44e 0x1f3fb,1000,20,80,900,THUMBS DOWN: LIGHT SKIN TONE,People & Body,Approval
👎🏼,0x1f44e 0x1f3fc,1000,20,80,900,THUMBS DOWN: MEDIUM-LIGHT SKIN TONE,People & Body,Approval
👎🏽,0x1f44e 0x1f3fd,1000,20,80,900,THUMBS DOWN: MEDIUM SKIN TONE,People & Body,Approval
👎🏾,0x1f44e 0x1f3fe,1000,20,80,900,THUMBS DOWN: MEDIUM-DARK SKIN TONE,People & Body,Approval
👎🏿,0x1f44e 0x1f3ff,1000,20,80,900,THUMBS DOWN: DARK SKIN TONE,People & Body,Approval
✊,0x270a,1000,100,400,500,RAISED FIST,People & Body,Neutral
✊🏻,0x270a 0x1f3fb,1000,100,400,500,RAISED FIST: LIGHT SKIN TONE,People & Body,Neutral
✊🏼,0x270a 0x1f3fc,1000,100,400,500,RAISED FIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
✊🏽,0x270a 0x1f3fd,1000,100,400,500,RAISED FIST: MEDIUM SKIN TONE,People & Body,Neutral
✊🏾,0x270a 0x1f3fe,1000,100,400,500,RAISED FIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
✊🏿,0x270a 0x1f3ff,1000,100,400,500,RAISED FIST: DARK SKIN TONE,People & Body,Neutral
👊,0x1f44a,1000,100,400,500,ONCOMING FIST,People & Body,Neutral
👊🏻,0x1f44a 0x1f3fb,1000,100,400,500,ONCOMING FIST: LIGHT SKIN TONE,People & Body,Neutral
👊🏼,0x1f44a 0x1f3fc,1000,100,400,500,ONCOMING FIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👊🏽,0x1f44a 0x1f3fd,1000,100,400,500,ONCOMING FIST: MEDIUM SKIN TONE,People & Body,Neutral
👊🏾,0x1f44a 0x1f3fe,1000,100,400,500,ONCOMING FIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👊🏿,0x1f44a 0x1f3ff,1000,100,400,500,ONCOMING FIST: DARK SKIN TONE,People & Body,Neutral
🤛,0x1f91b,1000,100,400,500,LEFT-FACING FIST,People & Body,Neutral
🤛🏻,0x1f91b 0x1f3fb,1000,100,400,500,LEFT-FACING FIST: LIGHT SKIN TONE,People & Body,Neutral
🤛🏼,0x1f91b 0x1f3fc,1000,100,400,500,LEFT-FACING FIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤛🏽,0x1f91b 0x1f3fd,1000,100,400,500,LEFT-FACING FIST: MEDIUM SKIN TONE,People & Body,Neutral
🤛🏾,0x1f91b 0x1f3fe,1000,100,400,500,LEFT-FACING FIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤛🏿,0x1f91b 0x1f3ff,1000,100,400,500,LEFT-FACING FIST: DARK SKIN TONE,People & Body,Neutral
🤜,0x1f91c,1000,100,400,500,RIGHT-FACING FIST,People & Body,Neutral
🤜🏻,0x1f91c 0x1f3fb,1000,100,400,500,RIGHT-FACING FIST: LIGHT SKIN TONE,People & Body,Neutral
🤜🏼,0x1f91c 0x1f3fc,1000,100,400,500,RIGHT-FACING FIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤜🏽,0x1f91c 0x1f3fd,1000,100,400,500,RIGHT-FACING FIST: MEDIUM SKIN TONE,People & Body,Neutral
🤜🏾,0x1f91c 0x1f3fe,1000,100,400,500,RIGHT-FACING FIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤜🏿,0x1f91c 0x1f3ff,1000,100,400,500,RIGHT-FACING FIST: DARK SKIN TONE,People & Body,Neutral
👏,0x1f44f,1000,20,80,900,CLAPPING HANDS,People & Body,Gratitude
👏🏻,0x1f44f 0x1f3fb,1000,20,80,900,CLAPPING HANDS: LIGHT SKIN TONE,People & Body,Gratitude
👏🏼,0x1f44f 0x1f3fc,1000,20,80,900,CLAPPING HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Gratitude
👏🏽,0x1f44f 0x1f3fd,1000,20,80,900,CLAPPING HANDS: MEDIUM SKIN TONE,People & Body,Gratitude
👏🏾,0x1f44f 0x1f3fe,1000,20,80,900,CLAPPING HANDS: MEDIUM-DARK SKIN TONE,People & Body,Gratitude
👏🏿,0x1f44f 0x1f3ff,1000,20,80,900,CLAPPING HANDS: DARK SKIN TONE,People & Body,Gratitude
🙌,0x1f64c,1000,100,400,500,RAISING HANDS,People & Body,Neutral
🙌🏻,0x1f64c 0x1f3fb,1000,100,400,500,RAISING HANDS: LIGHT SKIN TONE,People & Body,Neutral
🙌🏼,0x1f64c 0x1f3fc,1000,100,400,500,RAISING HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🙌🏽,0x1f64c 0x1f3fd,1000,100,400,500,RAISING HANDS: MEDIUM SKIN TONE,People & Body,Neutral
🙌🏾,0x1f64c 0x1f3fe,1000,100,400,500,RAISING HANDS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🙌🏿,0x1f64c 0x1f3ff,1000,100,400,500,RAISING HANDS: DARK SKIN TONE,People & Body,Neutral
🫶,0x1faf6,1000,20,30,950,HEART HANDS,People & Body,Love
🫶🏻,0x1faf6 0x1f3fb,1000,20,30,950,HEART HANDS: LIGHT SKIN TONE,People & Body,Love
🫶🏼,0x1faf6 0x1f3fc,1000,20,30,950,HEART HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Love
🫶🏽,0x1faf6 0x1f3fd,1000,20,30,950,HEART HANDS: MEDIUM SKIN TONE,People & Body,Love
🫶🏾,0x1faf6 0x1f3fe,1000,20,30,950,HEART HANDS: MEDIUM-DARK SKIN TONE,People & Body,Love
🫶🏿,0x1faf6 0x1f3ff,1000,20,30,950,HEART HANDS: DARK SKIN TONE,People & Body,Love
👐,0x1f450,1000,100,400,500,OPEN HANDS,People & Body,Neutral
👐🏻,0x1f450 0x1f3fb,1000,100,400,500,OPEN HANDS: LIGHT SKIN TONE,People & Body,Neutral
👐🏼,0x1f450 0x1f3fc,1000,100,400,500,OPEN HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👐🏽,0x1f450 0x1f3fd,1000,100,400,500,OPEN HANDS: MEDIUM SKIN TONE,People & Body,Neutral
👐🏾,0x1f450 0x1f3fe,1000,100,400,500,OPEN HANDS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👐🏿,0x1f450 0x1f3ff,1000,100,400,500,OPEN HANDS: DARK SKIN TONE,People & Body,Neutral
🤲,0x1f932,1000,100,400,500,PALMS UP TOGETHER,People & Body,Neutral
🤲🏻,0x1f932 0x1f3fb,1000,100,400,500,PALMS UP TOGETHER: LIGHT SKIN TONE,People & Body,Neutral
🤲🏼,0x1f932 0x1f3fc,1000,100,400,500,PALMS UP TOGETHER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤲🏽,0x1f932 0x1f3fd,1000,100,400,500,PALMS UP TOGETHER: MEDIUM SKIN TONE,People & Body,Neutral
🤲🏾,0x1f932 0x1f3fe,1000,100,400,500,PALMS UP TOGETHER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤲🏿,0x1f932 0x1f3ff,1000,100,400,500,PALMS UP TOGETHER: DARK SKIN TONE,People & Body,Neutral
🤝,0x1f91d,1000,100,400,500,HANDSHAKE,People & Body,Neutral
🤝🏻,0x1f91d 0x1f3fb,1000,100,400,500,HANDSHAKE: LIGHT SKIN TONE,People & Body,Neutral
🤝🏼,0x1f91d 0x1f3fc,1000,100,400,500,HANDSHAKE: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤝🏽,0x1f91d 0x1f3fd,1000,100,400,500,HANDSHAKE: MEDIUM SKIN TONE,People & Body,Neutral
🤝🏾,0x1f91d 0x1f3fe,1000,100,400,500,HANDSHAKE: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤝🏿,0x1f91d 0x1f3ff,1000,100,400,500,HANDSHAKE: DARK SKIN TONE,People & Body,Neutral
🫱🏻‍🫲🏼,0x1faf1 0x1f3fb 0x200d 0x1faf2 0x1f3fc,1000,100,400,500,"HANDSHAKE: LIGHT SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
🫱🏻‍🫲🏽,0x1faf1 0x1f3fb 0x200d 0x1faf2 0x1f3fd,1000,100,400,500,"HANDSHAKE: LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
🫱🏻‍🫲🏾,0x1faf1 0x1f3fb 0x200d 0x1faf2 0x1f3fe,1000,100,400,500,"HANDSHAKE: LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
🫱🏻‍🫲🏿,0x1faf1 0x1f3fb 0x200d 0x1faf2 0x1f3ff,1000,100,400,500,"HANDSHAKE: LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Neutral
🫱🏼‍🫲🏻,0x1faf1 0x1f3fc 0x200d 0x1faf2 0x1f3fb,1000,100,400,500,"HANDSHAKE: MEDIUM-LIGHT SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
🫱🏼‍🫲🏽,0x1faf1 0x1f3fc 0x200d 0x1faf2 0x1f3fd,1000,100,400,500,"HANDSHAKE: MEDIUM-LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
🫱🏼‍🫲🏾,0x1faf1 0x1f3fc 0x200d 0x1faf2 0x1f3fe,1000,100,400,500,"HANDSHAKE: MEDIUM-LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
🫱🏼‍🫲🏿,0x1faf1 0x1f3fc 0x200d 0x1faf2 0x1f3ff,1000,100,400,500,"HANDSHAKE: MEDIUM-LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Neutral
🫱🏽‍🫲🏻,0x1faf1 0x1f3fd 0x200d 0x1faf2 0x1f3fb,1000,100,400,500,"HANDSHAKE: MEDIUM SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
🫱🏽‍🫲🏼,0x1faf1 0x1f3fd 0x200d 0x1faf2 0x1f3fc,1000,100,400,500,"HANDSHAKE: MEDIUM SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
🫱🏽‍🫲🏾,0x1faf1 0x1f3fd 0x200d 0x1faf2 0x1f3fe,1000,100,400,500,"HANDSHAKE: MEDIUM SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
🫱🏽‍🫲🏿,0x1faf1 0x1f3fd 0x200d 0x1faf2 0x1f3ff,1000,100,400,500,"HANDSHAKE: MEDIUM SKIN TONE, DARK SKIN TONE",People & Body,Neutral
🫱🏾‍🫲🏻,0x1faf1 0x1f3fe 0x200d 0x1faf2 0x1f3fb,1000,100,400,500,"HANDSHAKE: MEDIUM-DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
🫱🏾‍🫲🏼,0x1faf1 0x1f3fe 0x200d 0x1faf2 0x1f3fc,1000,100,400,500,"HANDSHAKE: MEDIUM-DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
🫱🏾‍🫲🏽,0x1faf1 0x1f3fe 0x200d 0x1faf2 0x1f3fd,1000,100,400,500,"HANDSHAKE: MEDIUM-DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
🫱🏾‍🫲🏿,0x1faf1 0x1f3fe 0x200d 0x1faf2 0x1f3ff,1000,100,400,500,"HANDSHAKE: MEDIUM-DARK SKIN TONE, DARK SKIN TONE",People & Body,Neutral
🫱🏿‍🫲🏻,0x1faf1 0x1f3ff 0x200d 0x1faf2 0x1f3fb,1000,100,400,500,"HANDSHAKE: DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
🫱🏿‍🫲🏼,0x1faf1 0x1f3ff 0x200d 0x1faf2 0x1f3fc,1000,100,400,500,"HANDSHAKE: DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
🫱🏿‍🫲🏽,0x1faf1 0x1f3ff 0x200d 0x1faf2 0x1f3fd,1000,100,400,500,"HANDSHAKE: DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
🫱🏿‍🫲🏾,0x1faf1 0x1f3ff 0x200d 0x1faf2 0x1f3fe,1000,100,400,500,"HANDSHAKE: DARK SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
🙏,0x1f64f,1000,20,80,900,FOLDED HANDS,People & Body,Gratitude
🙏🏻,0x1f64f 0x1f3fb,1000,20,80,900,FOLDED HANDS: LIGHT SKIN TONE,People & Body,Gratitude
🙏🏼,0x1f64f 0x1f3fc,1000,20,80,900,FOLDED HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Gratitude
🙏🏽,0x1f64f 0x1f3fd,1000,20,80,900,FOLDED HANDS: MEDIUM SKIN TONE,People & Body,Gratitude
🙏🏾,0x1f64f 0x1f3fe,1000,20,80,900,FOLDED HANDS: MEDIUM-DARK SKIN TONE,People & Body,Gratitude
🙏🏿,0x1f64f 0x1f3ff,1000,20,80,900,FOLDED HANDS: DARK SKIN TONE,People & Body,Gratitude
✍️,0x270d 0xfe0f,1000,100,400,500,WRITING HAND,People & Body,Neutral
✍🏻,0x270d 0x1f3fb,1000,100,400,500,WRITING HAND: LIGHT SKIN TONE,People & Body,Neutral
✍🏼,0x270d 0x1f3fc,1000,100,400,500,WRITING HAND: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
✍🏽,0x270d 0x1f3fd,1000,100,400,500,WRITING HAND: MEDIUM SKIN TONE,People & Body,Neutral
✍🏾,0x270d 0x1f3fe,1000,100,400,500,WRITING HAND: MEDIUM-DARK SKIN TONE,People & Body,Neutral
✍🏿,0x270d 0x1f3ff,1000,100,400,500,WRITING HAND: DARK SKIN TONE,People & Body,Neutral
💅,0x1f485,1000,100,400,500,NAIL POLISH,People & Body,Neutral
💅🏻,0x1f485 0x1f3fb,1000,100,400,500,NAIL POLISH: LIGHT SKIN TONE,People & Body,Neutral
💅🏼,0x1f485 0x1f3fc,1000,100,400,500,NAIL POLISH: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
💅🏽,0x1f485 0x1f3fd,1000,100,400,500,NAIL POLISH: MEDIUM SKIN TONE,People & Body,Neutral
💅🏾,0x1f485 0x1f3fe,1000,100,400,500,NAIL POLISH: MEDIUM-DARK SKIN TONE,People & Body,Neutral
💅🏿,0x1f485 0x1f3ff,1000,100,400,500,NAIL POLISH: DARK SKIN TONE,People & Body,Neutral
🤳,0x1f933,1000,100,400,500,SELFIE,People & Body,Neutral
🤳🏻,0x1f933 0x1f3fb,1000,100,400,500,SELFIE: LIGHT SKIN TONE,People & Body,Neutral
🤳🏼,0x1f933 0x1f3fc,1000,100,400,500,SELFIE: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🤳🏽,0x1f933 0x1f3fd,1000,100,400,500,SELFIE: MEDIUM SKIN TONE,People & Body,Neutral
🤳🏾,0x1f933 0x1f3fe,1000,100,400,500,SELFIE: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🤳🏿,0x1f933 0x1f3ff,1000,100,400,500,SELFIE: DARK SKIN TONE,People & Body,Neutral
💪,0x1f4aa,1000,100,400,500,FLEXED BICEPS,People & Body,Neutral
💪🏻,0x1f4aa 0x1f3fb,1000,100,400,500,FLEXED BICEPS: LIGHT SKIN TONE,People & Body,Neutral
💪🏼,0x1f4aa 0x1f3fc,1000,100,400,500,FLEXED BICEPS: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
💪🏽,0x1f4aa 0x1f3fd,1000,100,400,500,FLEXED BICEPS: MEDIUM SKIN TONE,People & Body,Neutral
💪🏾,0x1f4aa 0x1f3fe,1000,100,400,500,FLEXED BICEPS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
💪🏿,0x1f4aa 0x1f3ff,1000,100,400,500,FLEXED BICEPS: DARK SKIN TONE,People & Body,Neutral
🦾,0x1f9be,1000,100,400,500,MECHANICAL ARM,People & Body,Neutral
🦿,0x1f9bf,1000,100,400,500,MECHANICAL LEG,People & Body,Neutral
🦵,0x1f9b5,1000,100,400,500,LEG,People & Body,Neutral
🦵🏻,0x1f9b5 0x1f3fb,1000,100,400,500,LEG: LIGHT SKIN TONE,People & Body,Neutral
🦵🏼,0x1f9b5 0x1f3fc,1000,100,400,500,LEG: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🦵🏽,0x1f9b5 0x1f3fd,1000,100,400,500,LEG: MEDIUM SKIN TONE,People & Body,Neutral
🦵🏾,0x1f9b5 0x1f3fe,1000,100,400,500,LEG: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🦵🏿,0x1f9b5 0x1f3ff,1000,100,400,500,LEG: DARK SKIN TONE,People & Body,Neutral
🦶,0x1f9b6,1000,100,400,500,FOOT,People & Body,Neutral
🦶🏻,0x1f9b6 0x1f3fb,1000,100,400,500,FOOT: LIGHT SKIN TONE,People & Body,Neutral
🦶🏼,0x1f9b6 0x1f3fc,1000,100,400,500,FOOT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🦶🏽,0x1f9b6 0x1f3fd,1000,100,400,500,FOOT: MEDIUM SKIN TONE,People & Body,Neutral
🦶🏾,0x1f9b6 0x1f3fe,1000,100,400,500,FOOT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🦶🏿,0x1f9b6 0x1f3ff,1000,100,400,500,FOOT: DARK SKIN TONE,People & Body,Neutral
👂,0x1f442,1000,100,400,500,EAR,People & Body,Neutral
👂🏻,0x1f442 0x1f3fb,1000,100,400,500,EAR: LIGHT SKIN TONE,People & Body,Neutral
👂🏼,0x1f442 0x1f3fc,1000,100,400,500,EAR: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👂🏽,0x1f442 0x1f3fd,1000,100,400,500,EAR: MEDIUM SKIN TONE,People & Body,Neutral
👂🏾,0x1f442 0x1f3fe,1000,100,400,500,EAR: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👂🏿,0x1f442 0x1f3ff,1000,100,400,500,EAR: DARK SKIN TONE,People & Body,Neutral
🦻,0x1f9bb,1000,100,400,500,EAR WITH HEARING AID,People & Body,Neutral
🦻🏻,0x1f9bb 0x1f3fb,1000,100,400,500,EAR WITH HEARING AID: LIGHT SKIN TONE,People & Body,Neutral
🦻🏼,0x1f9bb 0x1f3fc,1000,100,400,500,EAR WITH HEARING AID: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🦻🏽,0x1f9bb 0x1f3fd,1000,100,400,500,EAR WITH HEARING AID: MEDIUM SKIN TONE,People & Body,Neutral
🦻🏾,0x1f9bb 0x1f3fe,1000,100,400,500,EAR WITH HEARING AID: MEDIUM-DARK SKIN TONE,People & Body,Neutral
